year,ref_number,utm_easting,utm_northing,num_vehicles,num_casualties,accident_date,time,time_mins,first_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,casualty_sex,casualty_age,vehicle_type
2010,10AA0502760,424613,435103,2,1,11/23/10,2325,1405,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,30,9
2012,120053506,423793,437365,2,1,2/03/12,2325,1405,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,45,1
2012,120199961,429885,433408,1,1,5/07/12,2325,1405,6,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,19,9
2012,120523771,422915,433579,2,5,12/01/12,2325,1405,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,53,9
2012,120523771,422915,433579,2,5,12/01/12,2325,1405,6,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Slight,Male,31,9
2012,120523771,422915,433579,2,5,12/01/12,2325,1405,6,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Slight,Male,32,9
2012,120523771,422915,433579,2,5,12/01/12,2325,1405,6,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Slight,Female,27,9
2012,120523771,422915,433579,2,5,12/01/12,2325,1405,6,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Slight,Male,31,9
2013,130318064,432094,436252,2,1,8/01/13,2325,1405,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,18,1
2011,110246471,430353,432099,2,1,5/30/11,2322,1402,6,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,39,9
2009,488209,424246,434481,2,2,6/20/09,2320,1400,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,57,9
2009,488209,424246,434481,2,2,6/20/09,2320,1400,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,25,9
2010,10BA0002438,432531,433773,1,1,4/02/10,2320,1400,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,37,8
2011,110048544,436083,434785,1,1,1/30/11,2320,1400,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,41,9
2011,110253723,439969,448382,2,1,6/03/11,2320,1400,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,17,3
2011,110574928,433668,428939,2,1,12/16/11,2320,1400,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,51,9
2011,110576082,420866,436975,2,4,12/17/11,2320,1400,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,24,9
2011,110576082,420866,436975,2,4,12/17/11,2320,1400,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,34,9
2011,110576082,420866,436975,2,4,12/17/11,2320,1400,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,9
2011,110576082,420866,436975,2,4,12/17/11,2320,1400,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,20,9
2012,120122850,435143,442256,1,2,3/17/12,2320,1400,6,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Serious,Male,25,19
2012,120122850,435143,442256,1,2,3/17/12,2320,1400,6,Dry,Darkness: no street lighting,Fine without high winds,Vehicle or pillion passenger,Serious,Male,26,19
2012,120149876,445214,429407,1,1,4/02/12,2320,1400,6,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Serious,Male,23,5
2012,120530293,424124,428184,2,1,12/05/12,2320,1400,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,27,9
2012,120538720,432486,434003,1,1,12/11/12,2320,1400,6,Frost / Ice,Darkness: street lights present and lit,Other,Driver or rider,Slight,Male,51,1
2013,130109315,425185,441146,2,2,3/12/13,2320,1400,6,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Male,31,9
2013,130109315,425185,441146,2,2,3/12/13,2320,1400,6,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Male,43,9
2013,130270083,422849,439548,2,2,6/30/13,2320,1400,6,Wet / Damp,Darkness: street lights present but unlit,Fine without high winds,Driver or rider,Slight,Male,26,9
2013,130270083,422849,439548,2,2,6/30/13,2320,1400,6,Wet / Damp,Darkness: street lights present but unlit,Fine without high winds,Driver or rider,Slight,Male,33,9
2009,164709,429464,439235,2,1,2/26/09,2319,1399,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,17,2
2010,10AA0003996,428557,433010,2,2,5/30/10,2318,1398,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,47,9
2010,10AA0003996,428557,433010,2,2,5/30/10,2318,1398,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,45,8
2010,10AA0005261,427963,436082,3,2,7/22/10,2318,1398,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,16,9
2010,10AA0005261,427963,436082,3,2,7/22/10,2318,1398,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,18,9
2012,120526656,423011,437654,2,1,12/03/12,2318,1398,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Female,24,9
2012,120552363,428961,433692,4,3,12/20/12,2318,1398,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,43,9
2012,120552363,428961,433692,4,3,12/20/12,2318,1398,3,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Slight,Female,56,9
2012,120552363,428961,433692,4,3,12/20/12,2318,1398,3,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Slight,Male,23,9
2013,130436137,442611,427577,3,1,10/22/13,2318,1398,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,26,9
2013,130467445,430403,436612,1,3,11/12/13,2318,1398,4,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,24,9
2013,130467445,430403,436612,1,3,11/12/13,2318,1398,4,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,24,9
2013,130467445,430403,436612,1,3,11/12/13,2318,1398,4,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,24,9
2013,130514439,428445,433335,2,2,12/14/13,2318,1398,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,29,9
2013,130514439,428445,433335,2,2,12/14/13,2318,1398,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,30,9
2009,792009,414846,442849,1,1,9/22/09,2317,1397,6,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Female,18,9
2009,951809,440352,432326,2,2,11/14/09,2315,1395,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,21,9
2009,951809,440352,432326,2,2,11/14/09,2315,1395,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,24,9
2010,10CA0003105,429108,426561,1,1,4/27/10,2315,1395,3,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Male,32,9
2010,10BA0004009,435012,436278,2,1,5/27/10,2315,1395,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,20,3
2010,10BA0005657,431523,434988,1,1,8/18/10,2315,1395,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,31,9
2011,110227989,436552,436151,1,1,4/26/11,2315,1395,6,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,91,8
2011,110341728,431956,430504,2,3,7/25/11,2315,1395,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,27,9
2011,110341728,431956,430504,2,3,7/25/11,2315,1395,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,43,9
2011,110341728,431956,430504,2,3,7/25/11,2315,1395,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,28,9
2011,110462595,429601,434682,2,1,10/08/11,2315,1395,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,39,9
2012,120272986,428552,433238,5,9,6/23/12,2315,1395,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,20,9
2012,120272986,428552,433238,5,9,6/23/12,2315,1395,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,30,9
2012,120272986,428552,433238,5,9,6/23/12,2315,1395,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,24,9
2012,120272986,428552,433238,5,9,6/23/12,2315,1395,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Female,7,9
2012,120272986,428552,433238,5,9,6/23/12,2315,1395,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Female,30,9
2012,120272986,428552,433238,5,9,6/23/12,2315,1395,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Serious,Female,2,9
2012,120272986,428552,433238,5,9,6/23/12,2315,1395,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Male,10,9
2012,120272986,428552,433238,5,9,6/23/12,2315,1395,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Female,18,9
2012,120272986,428552,433238,5,9,6/23/12,2315,1395,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Male,22,9
2012,120374543,431348,435058,2,1,8/27/12,2315,1395,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,37,9
2012,120416038,422519,438002,2,1,9/25/12,2315,1395,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Serious,Female,63,9
2012,120532843,429983,434064,1,1,12/07/12,2315,1395,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,22,9
2013,130220677,430096,432243,2,1,5/28/13,2315,1395,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,45,9
2011,110212441,444836,432222,1,5,5/09/11,2313,1393,2,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver or rider,Slight,Male,33,9
2011,110212441,444836,432222,1,5,5/09/11,2313,1393,2,Wet / Damp,Darkness: no street lighting,Raining without high winds,Vehicle or pillion passenger,Slight,Female,19,9
2011,110212441,444836,432222,1,5,5/09/11,2313,1393,2,Wet / Damp,Darkness: no street lighting,Raining without high winds,Vehicle or pillion passenger,Slight,Male,4,9
2011,110212441,444836,432222,1,5,5/09/11,2313,1393,2,Wet / Damp,Darkness: no street lighting,Raining without high winds,Vehicle or pillion passenger,Slight,Male,7,9
2011,110212441,444836,432222,1,5,5/09/11,2313,1393,2,Wet / Damp,Darkness: no street lighting,Raining without high winds,Vehicle or pillion passenger,Slight,Female,6,9
2009,492909,433644,429581,1,1,6/21/09,2312,1392,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,34,9
2011,110060549,428955,435470,2,2,2/06/11,2312,1392,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,31,9
2011,110060549,428955,435470,2,2,2/06/11,2312,1392,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,9
2011,110174205,429112,433845,1,1,4/14/11,2312,1392,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,19,8
2009,311609,432509,427307,2,4,4/13/09,2311,1391,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,63,9
2009,311609,432509,427307,2,4,4/13/09,2311,1391,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,49,9
2009,311609,432509,427307,2,4,4/13/09,2311,1391,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Serious,Male,73,9
2009,311609,432509,427307,2,4,4/13/09,2311,1391,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,49,9
2009,153009,428464,429106,2,3,2/24/09,2310,1390,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,26,9
2009,153009,428464,429106,2,3,2/24/09,2310,1390,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,29,9
2009,153009,428464,429106,2,3,2/24/09,2310,1390,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,26,9
2009,173209,429484,435411,2,1,3/03/09,2310,1390,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,27,9
2009,265109,424560,444252,2,2,4/02/09,2310,1390,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,65,9
2009,265109,424560,444252,2,2,4/02/09,2310,1390,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,55,9
2009,324109,428382,436742,2,1,4/22/09,2310,1390,4,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,25,1
2009,337409,425161,437878,2,1,4/29/09,2310,1390,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,50,9
2009,799009,431116,428652,1,1,9/20/09,2310,1390,6,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,37,11
2009,936009,427656,436650,2,1,11/08/09,2310,1390,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Female,28,9
2009,967109,428695,434958,1,1,11/17/09,2310,1390,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Serious,Male,20,8
2011,110134619,427973,431072,1,2,1/22/11,2310,1390,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,28,9
2011,110134619,427973,431072,1,2,1/22/11,2310,1390,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,35,9
2011,110564347,423106,433789,1,1,12/09/11,2310,1390,6,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,49,9
2012,120176348,436903,443154,1,1,4/21/12,2310,1390,3,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,25,9
2012,120190103,432712,426733,1,1,4/30/12,2310,1390,3,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,23,9
2012,120435475,424082,437717,2,2,10/08/12,2310,1390,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Serious,Male,24,9
2012,120435475,424082,437717,2,2,10/08/12,2310,1390,3,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Serious,Male,23,9
2012,120469512,428090,430040,1,1,10/27/12,2310,1390,3,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,29,9
2012,120532911,436919,429091,1,1,12/07/12,2310,1390,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,44,10
2013,130014771,425107,433759,2,4,1/10/13,2310,1390,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,49,9
2013,130014771,425107,433759,2,4,1/10/13,2310,1390,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,42,9
2013,130014771,425107,433759,2,4,1/10/13,2310,1390,6,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,32,9
2013,130014771,425107,433759,2,4,1/10/13,2310,1390,6,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,30,9
2013,130063450,426893,432886,1,1,1/25/13,2310,1390,6,Snow,Darkness: street lighting unknown,Snowing without high winds,Pedestrian,Serious,Female,42,9
2009,486709,434143,428874,2,1,4/22/09,2309,1389,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,21,9
2009,1092409,423477,434036,2,2,12/29/09,2309,1389,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,19,9
2009,1092409,423477,434036,2,2,12/29/09,2309,1389,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,25,9
